Symbol,Date,Direction,CAR_plus5,CAR_plus20
bajfinance,2012-05-16,Down,0.004875019529620715,-0.01829774788517035
asianpaint,2012-05-31,Up,-0.06647800625085507,-0.11157477995645654
maruti,2012-05-31,Down,0.014631751972709765,-0.022583875891745278
bhartiartl,2012-06-04,Down,-0.01009221538398665,-0.036880898839133106
infy,2012-07-12,Down,-0.005791168491721205,-0.003354690674260946
bajfinance,2012-07-17,Up,0.11809526247387349,0.08159132420842775
maruti,2012-07-19,Down,0.026466000859807493,0.03586692857187378
asianpaint,2012-07-20,Up,-0.03899161611300689,-0.03508174355526894
hindunilvr,2012-07-24,Up,-0.030063457857030948,0.05227026293028787
bhartiartl,2012-08-08,Down,-0.05464314971138107,-0.06563194262734326
bajfinance,2012-08-09,Up,-0.027321249087613124,-0.044108691325868504
bajfinance,2012-09-03,Down,-0.009331160916395903,0.03712868064157293
bajfinance,2012-09-21,Down,0.06974009978335814,0.14730341112053866
infy,2012-10-12,Down,-0.010162295136553881,-0.023281015928995105
bajfinance,2012-10-19,Down,0.050455407501336334,0.07291645990808593
titan,2012-11-01,Up,0.01491425095332325,0.02931647466398602
bajfinance,2012-11-29,Down,-0.020937530768774852,-0.013467108163538459
bajfinance,2012-12-19,Up,0.03662261814240423,0.0373431934761162
itc,2012-12-21,Down,-0.014044298445168857,-0.029728327262811563
infy,2013-01-11,Up,0.00612538273262378,0.025481035269760283
bajfinance,2013-01-15,Up,-0.014597225343523205,-0.11158038042554162
ongc,2013-01-18,Up,0.001745082854845717,-0.02416686748006587
hindunilvr,2013-01-22,Down,-0.02698361194886334,0.006313157178948391
kotakbank,2013-01-22,Up,0.04892344712290941,0.06536463743567039
lt,2013-01-24,Up,-0.03358513163781987,-0.07540866994040135
axisbank,2013-01-29,Up,-0.003091795607056788,-0.027921507017473007
ntpc,2013-02-07,Down,0.013754973663389788,0.014150481294131548
bajfinance,2013-02-13,Up,0.01905790449962745,0.013398394947144926
ntpc,2013-02-28,Down,-0.04109094580119152,-0.04411323326996694
asianpaint,2013-03-15,Up,0.029392123415854524,-0.037978981386548254
titan,2013-03-15,Up,0.043888373523423466,0.039263747679174
bajfinance,2013-04-03,Up,-0.04893755776559981,-0.025102162707586716
infy,2013-04-12,Down,-0.08265250307880712,-0.07759195820453779
bajfinance,2013-04-22,Up,-0.016421751104168235,0.15004084057224898
maruti,2013-04-26,Up,-0.015019893674006524,-0.028377170738127844
hindunilvr,2013-04-29,Up,0.13095139805562278,0.14346924506637349
bajfinance,2013-05-08,Up,0.023612946864872558,0.09130279855780185
bajfinance,2013-06-11,Down,-0.038734934198307584,-0.07564406197881474
titan,2013-06-12,Down,0.10885667980563221,0.19077495893241964
hindunilvr,2013-06-24,Down,-0.04748136696372947,0.11505681394121127
ongc,2013-06-28,Up,-0.04773341825110226,-0.08278235928601804
bajfinance,2013-07-02,Down,-0.017212311381052364,-0.15062441708764032
infy,2013-07-12,Up,0.014323294576656473,0.1351344720137596
bajfinance,2013-07-16,Down,-0.06385782841196783,-0.10812596935034588
hindunilvr,2013-07-17,Up,0.0414283481402485,-0.04616847672306282
lt,2013-07-22,Down,-0.03168490001426848,-0.1083432481956247
asianpaint,2013-07-30,Down,-0.11356730988361889,-0.1581192272155108
bajfinance,2013-08-12,Up,0.07141470662955768,-0.000582029778927769
asianpaint,2013-08-14,Down,0.03438404923596207,0.015675927336931322
kotakbank,2013-08-20,Up,-0.00683882504575105,0.03888257136247862
asianpaint,2013-08-29,Up,-0.03191184661147718,0.06530153961183394
axisbank,2013-08-30,Down,0.10352625771272674,0.15006432271476444
kotakbank,2013-09-16,Down,-0.0011584920882866875,-0.07491425015203962
maruti,2013-10-29,Up,-0.014679862479716685,0.029750260536633863
titan,2013-11-26,Down,-0.016485882041022755,-0.010478784712079227
bajfinance,2013-12-04,Down,0.0004936609835260244,0.0670702211768146
ntpc,2013-12-10,Down,0.020097070175353338,-0.01990494065895726
maruti,2014-01-28,Down,0.04694167230111191,0.05842195015210544
titan,2014-01-30,Up,0.009538027215672679,0.05991347689180557
ntpc,2014-02-24,Down,-0.03918144926750197,-0.08873045136023203
bajfinance,2014-03-03,Up,-0.011230266430226864,0.020069538217776704
infy,2014-03-13,Down,-0.021924281747629837,-0.10166327029640732
bajfinance,2014-03-20,Down,-0.012518109947280406,0.005916807780034734
axisbank,2014-03-21,Up,-0.0026670093289201287,0.00957654108471633
sunpharma,2014-04-09,Up,-0.00838353988892955,-0.08964890023391497
bajfinance,2014-04-10,Up,-0.01456777539302703,-0.04506979966064516
ntpc,2014-05-19,Up,0.05364316058592106,0.008203928987483455
titan,2014-05-22,Up,-0.0451048192449726,-0.07041806520761404
infy,2014-05-29,Down,-0.007042539609882922,0.040123296106378256
hindunilvr,2014-05-30,Up,0.0075246102701223005,-0.018602276656490266
ongc,2014-06-06,Up,-0.07997054191823808,-0.11667177968259165
asianpaint,2014-06-09,Up,0.04262161678273481,0.09598674965372331
kotakbank,2014-07-07,Down,0.02320926223462481,0.06794558746796243
axisbank,2014-07-28,Down,-0.007576444847548266,-0.01849854933273626
sunpharma,2014-09-26,Up,0.0007190616044677467,-0.0025869655201311743
infy,2014-10-10,Up,-0.024325946478282845,0.014994423234945611
tcs,2014-10-17,Down,-0.02472088780096185,-0.017043106428816457
titan,2014-10-31,Down,-0.057072401362412414,-0.04232274041013641
sbin,2014-11-20,Up,0.026562113925060457,0.05539059908978888
kotakbank,2014-11-21,Up,-0.0057318324246268815,0.05660339568919358
titan,2014-12-01,Up,-0.01849563341087723,0.000298805363567127
icicibank,2014-12-04,Up,-0.009251765098275161,0.0203782312474692
sbin,2014-12-04,Up,0.011712828026086669,0.003738964533721481
infy,2014-12-08,Down,0.006696089845796366,0.026725465443806495
sbin,2014-12-18,Up,-0.000685305361658322,-0.024577025331194366
icicibank,2014-12-19,Up,-0.024678564285793785,-0.03563009203503734
infy,2014-12-24,Down,0.007932870384846979,0.0524791563997666
icicibank,2015-01-07,Down,-0.028220895590357252,-0.07265057839110582
infy,2015-01-09,Up,-0.0065167235853108504,0.05807231657830856
bajfinance,2015-01-14,Up,-0.034965728763350565,0.05467699755145042
hindunilvr,2015-01-19,Down,0.01243995961809908,-0.002193913242917589
maruti,2015-01-27,Up,-0.007255480577267402,0.004735228673890663
titan,2015-01-28,Up,0.017074343663757353,0.023541764338918754
itc,2015-02-28,Down,-0.050447356569015056,-0.05563172631408575
hdfcbank,2015-03-26,Down,-0.01873174232474236,-0.020280475578231545
sunpharma,2015-04-21,Down,-0.02144841587025123,0.009656058511972127
infy,2015-04-24,Down,-0.005707078066623197,0.012074710565023829
maruti,2015-04-27,Up,0.014016725338932577,0.012907048252122355
titan,2015-05-08,Down,0.03362618524312418,0.040962463259439905
asianpaint,2015-05-18,Down,-0.002212562039351924,-0.04923287245391421
sbin,2015-05-22,Down,-0.016686424530663404,-0.06914174212828297
bajfinance,2015-05-29,Down,0.08828204064778432,0.25536368682764776
bhartiartl,2015-05-29,Up,0.009252166989782235,-0.020525669150919218
ntpc,2015-05-29,Up,0.05832674109097334,0.005668731102921577
bajfinance,2015-06-22,Up,0.01928027007809066,-0.05653665131302247
bajfinance,2015-07-09,Down,0.017856909887641666,0.0648608661534274
infy,2015-07-21,Up,-0.028994729654586077,0.04680509471435754
sunpharma,2015-07-21,Down,0.03565539215199129,0.10120947505579955
kotakbank,2015-07-31,Down,7.355184151864452e-06,-0.016099643693663096
titan,2015-07-31,Down,0.01840214105296302,0.10903113314929593
ntpc,2015-08-24,Down,0.03154445526761028,0.05173650595447294
titan,2015-08-27,Up,-0.038990883807912206,-0.03173761627695049
bajfinance,2015-09-18,Down,0.00012905319904464585,0.036906383027006315
maruti,2015-10-05,Down,-0.04673219533930548,0.016997367116439364
ntpc,2015-10-16,Up,0.0433320926269178,0.07772068931723333
bajfinance,2015-10-20,Up,-0.010804133064505048,0.05795622350852067
titan,2015-11-02,Up,0.010246478430499147,0.06571160404624482
maruti,2015-11-30,Up,0.0048843322824384024,-0.01027190929610888
sunpharma,2015-12-04,Up,0.018580414400177152,0.040926646593437095
itc,2015-12-07,Down,0.03384095623136657,0.016560712880596087
titan,2015-12-11,Down,0.001855468130126478,-0.028448043550755125
titan,2015-12-31,Down,0.034030270056575024,0.09835332854006942
reliance,2016-01-13,Up,-0.025142945889284674,-0.07620034328492387
infy,2016-01-14,Up,0.040057875890397304,0.02503634220713806
bajfinance,2016-02-03,Up,0.019168653889136494,-0.015669713989454104
sbin,2016-02-11,Down,0.012574549011606512,0.09637097965720108
ntpc,2016-02-24,Down,0.017004586823875033,0.002856050619720066
axisbank,2016-02-29,Down,0.022301517412451267,0.05436910399796929
itc,2016-02-29,Up,0.013809138234705004,-0.005478335331769385
kotakbank,2016-03-11,Down,0.007982835938511998,0.015156157027036134
bajfinance,2016-05-24,Down,-0.05175570417349058,-0.06044759512211512
lt,2016-05-26,Up,-0.01591783995698913,-0.008657843055172393
bhartiartl,2016-05-31,Down,-0.022784169481455334,0.016464468369447822
hindunilvr,2016-05-31,Down,0.03899867700489591,0.0444482782308523
ntpc,2016-05-31,Down,0.01893446181235859,0.03256893475225755
sunpharma,2016-05-31,Down,-0.04890611141498345,0.0014973067425012865
titan,2016-05-31,Down,-0.016977994016424393,0.07642023448102112
infy,2016-07-15,Down,0.0084267843683727,-0.03163685162447302
ntpc,2016-07-15,Down,0.010955643078513337,0.0052397848044853906
tcs,2016-07-15,Down,0.03676563195869649,0.09185114432529728
bajfinance,2016-07-26,Up,0.09648544796314332,0.014300331706258773
asianpaint,2016-07-28,Up,0.009427711596694838,0.002805099040537995
axisbank,2016-08-31,Up,0.02873232721734051,-0.07094315863997089
bhartiartl,2016-09-01,Down,0.014117942943615777,0.027925611124999125
bajfinance,2016-09-08,Up,-0.042080139347742164,-0.03196610419244658
bajfinance,2016-09-23,Down,-0.03153904711842789,0.027584906873866534
kotakbank,2016-09-29,Down,-0.004025244728129834,0.0451359299549501
titan,2016-10-13,Down,-0.0169260337613641,-0.08769630197577126
infy,2016-10-14,Down,-0.006287705536638382,-0.06687462979816604
lt,2016-11-04,Down,-0.005049243280355633,-0.027373682248898232
sunpharma,2016-11-04,Down,0.07298329354815566,0.11159819011529382
bajfinance,2016-11-09,Down,-0.02314661899187377,8.137738192579014e-05
titan,2016-11-09,Down,-0.06617583459014673,-0.057246863356633766
asianpaint,2016-11-15,Down,0.030017513145702127,0.00012862119436418684
maruti,2016-11-15,Down,0.029163985389723313,0.045060737938099615
infy,2017-01-13,Down,-0.024754849630284716,-0.046487942479652225
tcs,2017-01-13,Down,0.01906017241400973,0.01683188518289018
bhartiartl,2017-01-25,Down,0.1061019987920266,0.10837165131348739
kotakbank,2017-01-25,Up,-0.05502154153650456,-0.03835832728565355
icicibank,2017-01-27,Up,0.019750913167217964,-0.02100526871708415
ongc,2017-01-31,Up,-0.07488132765447057,-0.10393531497677821
titan,2017-02-08,Up,-0.027068218533249658,0.013895047974473523
hdfcbank,2017-02-17,Up,-0.0007515384614430048,0.005391410583168804
reliance,2017-02-22,Up,0.02908143283047253,0.04429185566916345
bhartiartl,2017-02-23,Up,-0.022506567940883824,-0.08860780521389357
itc,2017-03-17,Up,0.00762843008623959,0.0015532304304839845
kotakbank,2017-03-22,Up,-0.016377654215454982,0.012967803371587754
hdfcbank,2017-03-30,Up,-0.03169900179132138,0.035292907383049056
icicibank,2017-05-04,Up,-0.00261988108533269,0.048636726397182625
bhartiartl,2017-05-10,Up,-0.006430988249164965,-0.02637564054120381
tatasteel,2017-05-17,Up,-0.00044146655573905347,0.010853003198843095
sunpharma,2017-05-29,Down,0.005381184598469202,0.08077583992990528
icicibank,2017-05-31,Up,-0.014153825095351978,-0.008367735594616024
titan,2017-06-05,Up,-0.05709082703641408,-0.026038973889480038
itc,2017-07-03,Up,-0.04455996766032151,-0.22531845372869513
itc,2017-07-18,Down,0.007153916139365335,-0.033858395088797455
kotakbank,2017-07-20,Down,0.009888148203764437,0.0022054315246433868
reliance,2017-07-21,Up,0.00482651833790548,-0.0001147077083614341
hdfcbank,2017-07-24,Up,0.01892692019444784,0.02113904769161458
titan,2017-08-04,Up,0.023045496116290948,0.050775772012364495
sbin,2017-08-11,Down,-0.022387675738058332,-0.06429517008515026
infy,2017-08-18,Down,0.009319112146529647,-0.049403249513354584
ntpc,2017-08-29,Down,-0.008089442581867678,-0.016916376147268843
bajfinance,2017-09-07,Up,-0.045892362002516666,-0.022571125889798288
bhartiartl,2017-09-28,Down,-0.020478092010440055,0.18686119932590922
hdfcbank,2017-09-28,Up,-0.018950664900369354,-0.0654004229785647
bhartiartl,2017-10-13,Up,0.14934700058773134,0.10783674049755293
axisbank,2017-10-18,Down,0.013667399348344336,0.11138716453106205
icicibank,2017-10-25,Up,0.0017302379424571496,0.006690035193979024
kotakbank,2017-10-25,Down,-0.010742550897117772,-0.022158573058517456
sbin,2017-10-25,Up,-0.03824916375584403,-0.00039470322446671924
hdfcbank,2017-10-26,Up,-0.005429556198145287,-0.008432037959298866
bhartiartl,2017-11-01,Up,-0.08033846983035395,-0.09729295503413077
titan,2017-11-06,Up,-0.00811139242048381,0.049486811110183604
sbin,2017-11-10,Up,0.013078633652910988,-0.06448248025815251
kotakbank,2017-12-15,Up,-0.042506776749087316,-0.03498743430414984
sunpharma,2017-12-27,Up,-0.0065753092071359626,-0.02992266285411016
itc,2018-02-01,Up,0.02713855133814569,-0.002311549821402501
sunpharma,2018-02-21,Down,0.012522072236562876,-0.009337438450923177
tcs,2018-03-13,Down,0.016532140697733358,0.06571454058725668
titan,2018-03-28,Down,-0.021963254650914033,-0.02559693228132788
tcs,2018-04-20,Up,0.002952788300715839,0.03878760096579428
axisbank,2018-04-27,Up,-0.009060497766147056,-0.00140139574103601
kotakbank,2018-05-02,Up,-0.01248105256423801,0.029867596159686205
icicibank,2018-05-08,Up,-0.010211363745647163,-0.07267783015903055
asianpaint,2018-05-11,Up,0.0260166202818789,-0.015275840159219845
bajfinance,2018-05-17,Up,0.026187985217484194,0.06977769022925995
ongc,2018-05-24,Down,0.04474894657983057,-0.059612323994338176
hdfcbank,2018-05-31,Up,-0.04013707811545285,0.009361804189274403
ntpc,2018-05-31,Up,-0.034575670793864796,-0.05537902061033753
sunpharma,2018-06-08,Up,0.07502901514333829,0.0641440025000764
tcs,2018-06-15,Up,-0.012836497884401915,0.06505577368104468
hdfcbank,2018-06-28,Up,-0.016965564267517753,-0.025553585767994273
tcs,2018-07-11,Up,0.011951248940835116,-0.06950261835264956
infy,2018-07-16,Up,-0.008648290385024168,-0.004408870704511188
hindunilvr,2018-07-17,Down,-0.029730619633676562,-0.024602905976719866
bajfinance,2018-07-20,Up,-0.02994971080114317,-0.026861342227255045
asianpaint,2018-07-25,Down,-0.03722437242692735,-0.09770667728591022
itc,2018-07-27,Up,-0.011135128324768512,-0.029369250482204692
sbin,2018-08-10,Down,-0.004454883514590967,-0.06268357526769874
sunpharma,2018-08-14,Up,0.04428017764589782,0.09421308963770592
lt,2018-08-20,Up,0.00801052615831865,0.03631441944566785
bajfinance,2018-09-24,Down,-0.02098958419257589,0.09797672961113064
kotakbank,2018-10-01,Down,0.056502061200032025,0.0380411186111303
ongc,2018-10-05,Down,0.046738860241787195,0.014666443918258915
asianpaint,2018-10-23,Down,0.03102225694565175,0.0966962934150468
bajfinance,2018-10-24,Up,0.013288455245702657,-0.0010581778011626297
ntpc,2018-10-25,Down,-0.05973759446585931,-0.16240291428477685
sunpharma,2018-11-27,Down,-0.1130801626032496,-0.16507846263025933
ntpc,2018-11-29,Down,0.014774151436617498,0.052848769969298034
kotakbank,2018-12-07,Up,-0.03445541802500633,-0.043783237684683986
ongc,2018-12-27,Up,-0.043737945930414794,-0.056272498076575084
sunpharma,2019-01-18,Down,0.08988662334096569,0.09031057842642341
axisbank,2019-01-30,Up,0.011667025755407755,0.018917875605875968
icicibank,2019-01-31,Down,-0.04005926921432153,-0.04139041093796386
ntpc,2019-01-31,Up,-0.05127500995772856,0.01122984196897132
kotakbank,2019-02-22,Down,-0.014818840115889687,0.015703373408885557
ongc,2019-02-28,Up,-0.009753236134472194,-0.021188321297472185
hdfcbank,2019-03-13,Up,0.017245985250445517,-0.014908433109569678
ntpc,2019-03-22,Up,-0.017032723720614255,-0.02165226420684492
hdfcbank,2019-04-10,Down,0.009633153178552002,0.04918708155864227
ongc,2019-04-25,Up,0.007546279466356748,-0.007865293265111484
tatasteel,2019-04-26,Up,-0.008621810681917686,-0.09068141200870954
sunpharma,2019-05-13,Down,-0.024724882481054603,-0.0985208432468251
bajfinance,2019-05-17,Up,0.010120007825302979,0.023179449245894546
sunpharma,2019-05-29,Up,-0.050736513319938926,-0.059706474850804075
bajfinance,2019-07-09,Up,-0.052271857103510296,-0.049209547224258555
titan,2019-07-09,Down,0.004460924296543822,-0.007094368340475665
asianpaint,2019-07-24,Up,0.03439762079525893,0.09965165545693103
bajfinance,2019-07-25,Down,0.07820085503578869,0.11214265745398538
axisbank,2019-07-31,Down,0.0020980308832105124,-0.00035532729407059677
bhartiartl,2019-08-02,Up,0.07229344131445702,0.033627997901598705
reliance,2019-08-13,Up,-0.004279218609619578,-0.0579285137532432
bhartiartl,2019-08-27,Down,0.02215063236114407,-0.0649482459761121
sunpharma,2019-09-04,Down,-0.017704038460101622,-0.14566053557366782
hdfcbank,2019-09-20,Up,0.018031062570753688,0.00617490831546481
itc,2019-09-20,Up,0.044113058799973376,0.026688582085037837
axisbank,2019-10-01,Down,0.003842249830784329,0.030327315812620163
bhartiartl,2019-10-10,Up,-0.012028140808596613,-0.06881596520182057
tcs,2019-10-11,Down,-0.00032925263024327633,0.051854971439736004
infy,2019-10-22,Down,-0.0007746088474279433,0.07956425732030234
bhartiartl,2019-10-29,Down,0.05048658529095232,0.18122850755574788
titan,2019-11-06,Down,0.02648875508401828,0.02757400733284089
bhartiartl,2019-11-15,Up,0.07054984500179338,0.07941754484334938
icicibank,2019-11-26,Up,0.0055097607663683185,0.044261453690584984
bhartiartl,2019-12-02,Up,-0.016988593463405338,-0.02151980141539777
ntpc,2020-01-31,Down,0.005963714281192613,-0.014320081128464649
ongc,2020-01-31,Down,-0.014461508669357886,-0.13029438564486498
itc,2020-02-03,Down,-0.011464370450740682,-0.03629756958410972
sunpharma,2020-03-04,Up,0.029937801882957957,0.237395421371826
ongc,2020-03-09,Down,-0.06245740404448985,0.19469541726583373
asianpaint,2020-03-12,Down,-0.01818069775089315,-0.02780820157258307
hdfcbank,2020-03-13,Up,-0.08126135682541277,-0.11111615409915407
ntpc,2020-03-18,Down,0.011851442470900468,0.12833440042296776
bajfinance,2020-03-19,Down,0.013224752544181012,-0.28979085916561925
itc,2020-03-19,Up,-0.06746318919024291,0.026202897977382233
icicibank,2020-03-20,Up,0.017290029354384118,0.006702465381441591
axisbank,2020-03-24,Down,0.13766118585711257,0.21884560319293522
lt,2020-03-25,Up,0.021740344025759167,0.002822435061533013
bajfinance,2020-04-07,Up,-0.0435672492808134,-0.0930029758716458
hindunilvr,2020-04-15,Up,-0.0547468108955968,-0.2034153497677975
hindunilvr,2020-05-07,Down,0.007554243598238364,-0.06512434345324063
ongc,2020-06-25,Down,-0.009730044941449564,-0.04471915300000094
infy,2020-07-16,Up,-0.04003345678628781,-0.011371398010494277
ntpc,2020-08-17,Up,0.0781644944873935,-0.04207622071285155
bhartiartl,2020-08-31,Down,0.011255019232211703,-0.09026174349527978
ongc,2020-08-31,Up,-0.06459034925438115,-0.08303196548105479
bhartiartl,2020-09-23,Down,-0.040644117721784084,-0.07068858698246279
tcs,2020-10-08,Up,-0.014751092329976373,-0.1063706379182516
kotakbank,2020-10-27,Up,0.005336874900501859,0.05520596747776832
bhartiartl,2020-10-28,Up,-0.011716265394657227,-0.08759112542866235
ntpc,2020-11-03,Down,-0.005670746928437026,-0.010223071101481948
sunpharma,2020-11-04,Up,-0.07346906585380801,-0.03301846190857184
kotakbank,2020-11-27,Up,-0.09924929280581864,-0.04929578821749027
ntpc,2020-11-27,Up,-0.0008129322361708664,-0.052990619011174994
ongc,2020-12-11,Up,0.007210202047011845,0.005282165627735674
bhartiartl,2021-01-13,Up,0.030517906517486842,-0.0003227198377677293
bhartiartl,2021-02-26,Down,-0.0690836088325244,-0.08501649397844449
asianpaint,2021-05-14,Up,-0.004143340676629331,-0.004476015404315498
reliance,2021-06-24,Down,-0.02269778486168604,-0.032808395752401735
asianpaint,2021-07-20,Up,-0.060819992063087705,-0.10617468079146203
sunpharma,2021-07-30,Up,-0.011276830230816534,-0.042052805498233606
bhartiartl,2021-08-05,Up,0.03827694389019073,0.04098555958809413
hindunilvr,2021-08-20,Up,0.01262710806694281,-0.0017233270744818063
bhartiartl,2021-08-31,Up,0.0013345424526456512,-0.00551693848881683
kotakbank,2021-09-08,Up,0.020787308749572016,0.019577383060695158
bhartiartl,2021-09-15,Up,-0.0026721448095422817,-0.1031648019683925
itc,2021-09-16,Up,0.03964254500234793,0.05352465094892464
maruti,2021-09-27,Up,-0.03439714582715393,-0.047559442304571015
ntpc,2021-09-29,Up,0.018606103199006976,-0.027586520651837268
sunpharma,2021-09-29,Up,-0.013862928891557762,-0.009543325546194942
ongc,2021-10-05,Up,-0.015113747493707252,-0.06992523584929997
titan,2021-10-07,Up,0.05032413480947398,0.05771553731910306
tcs,2021-10-11,Down,-0.0314206669391429,-0.055817943436067566
asianpaint,2021-10-21,Down,0.05864896463224327,0.12402256035531162
icicibank,2021-10-25,Up,-0.034400026603325945,-0.06720846016604932
axisbank,2021-10-27,Down,-0.030963784386226274,-0.10646510279039875
sunpharma,2021-11-02,Up,-0.010587308478628722,-0.02244531574653021
lt,2021-11-03,Up,0.021608628519659348,-0.0015985351695604055
asianpaint,2022-03-04,Down,0.042200517302500185,0.036060403404516495
ongc,2022-03-07,Up,-0.13939327562761405,-0.19287741153945703
kotakbank,2022-03-24,Down,0.01372702398759201,0.00973995045317122
hdfcbank,2022-04-04,Up,-0.09385542924761633,-0.1427072959340182
ntpc,2022-04-18,Up,-0.026107725974577133,-0.03280586436617731
bhartiartl,2022-05-31,Up,-0.011442099859456774,0.02100313630863197
kotakbank,2022-05-31,Down,0.01621888204313015,-0.05354455203635453
ntpc,2022-05-31,Up,0.018434615630579236,-0.06938657817448629
sunpharma,2022-05-31,Down,-0.0038014330629619897,0.009757243640850441
titan,2022-05-31,Down,-0.04232316725573815,-0.06689138094895604
ongc,2022-06-29,Up,-0.24149064427940303,-0.23614985287692752
reliance,2022-07-01,Down,-0.039803636397490044,-0.06439285352712018
bajfinance,2022-07-28,Up,0.006997179696818734,-0.0354167174591615
tatasteel,2022-07-28,Up,0.046640006166736324,0.02720756725079581
tatasteel,2022-08-12,Up,-0.053105066215761894,-0.06541708519651025
tatasteel,2022-08-29,Down,0.01293741896263877,-0.06586138611561076
bhartiartl,2022-09-07,Down,0.01728550353167371,0.04990505022522754
axisbank,2022-10-21,Up,-0.017687190779034412,-0.05591836775589367
kotakbank,2022-12-08,Down,-0.01119271955365455,-0.01846649852698147
bajfinance,2023-01-05,Down,-0.021817595325376804,-0.011054104820613364
bhartiartl,2023-01-11,Down,0.00023194276083481763,-0.003888637731288412
itc,2023-02-01,Up,0.02745912438833159,0.051073392885995134
kotakbank,2023-03-14,Down,0.031061955946593237,0.10970118874272816
itc,2023-03-17,Down,0.017364638603350913,0.04019998681104021
ntpc,2023-03-17,Down,-0.015176825326734256,-0.06484378502857324
infy,2023-04-17,Down,-0.027009103182035366,-0.035604703043470104
lt,2023-05-11,Down,-0.016172108909985133,0.023304903015654715
bhartiartl,2023-05-31,Up,-0.019675367635917367,0.0034911509289142773
kotakbank,2023-05-31,Up,-0.05025344014707211,-0.11152263716384792
ongc,2023-05-31,Down,-0.02024694122836701,0.0005588557576465536
bajfinance,2023-07-04,Up,-0.05874357130100143,-0.10032442892045869
infy,2023-07-21,Down,0.00777637983062706,0.07001438631369944
ntpc,2023-08-01,Up,-0.020460752730295198,-0.005530220287732507
lt,2023-09-12,Up,-0.02116302020181396,0.04303103181344242
bajfinance,2023-11-16,Up,-0.03552716501117138,-0.047303127673209336
tcs,2023-12-15,Up,-0.005404586039904714,-0.016579568126553257
ongc,2023-12-20,Up,-0.001676617494955665,0.12192666535233929
infy,2024-01-12,Up,0.02922993719167115,0.0487129389825742
ongc,2024-01-15,Up,0.04947815848067956,0.1214438279976881
hdfcbank,2024-01-17,Down,-0.05035850266500001,-0.1018526371216349
lt,2024-01-31,Down,-0.037567556039941344,-0.012878704336016712
itc,2024-03-13,Up,-0.01305715769349125,-0.013396044195311693
kotakbank,2024-04-25,Down,-0.05042789016006671,0.026909551010377494
bajfinance,2024-04-26,Down,0.020318334614340634,0.004270137920262318
titan,2024-05-06,Down,0.0014487032810900635,-0.03572793844507993
lt,2024-05-09,Down,0.03389051068659402,0.0373766642659006
sunpharma,2024-05-23,Down,-0.0006121873122061361,-0.028994683720621597
infy,2024-05-31,Down,0.0490841491171395,0.06788285630794788
tcs,2024-05-31,Down,0.020645113962751663,0.024086196806913582
ntpc,2024-06-04,Down,0.03950880043107285,0.032457529802826575
ongc,2024-06-04,Down,0.08427901325289144,0.06652325001625414
sbin,2024-06-04,Down,0.01047791366737049,-0.0061739946461181194
