Symbol,Date,VolumeShockRatio,SameDayReturn,Direction
bhartiartl,2019-10-10,9.527037267506605,0.049666110183639534,Up
tcs,2019-10-11,5.401165706967457,-0.00878046346878203,Down
infy,2019-10-22,12.471183349259064,-0.16188057563326175,Down
bhartiartl,2019-10-29,5.937617464828663,-0.04065040650406504,Down
titan,2019-11-06,9.935831920778915,-0.0994703224801371,Down
bhartiartl,2019-11-15,9.264226406857354,0.08427586206896565,Up
icicibank,2019-11-26,12.74862750922601,0.025914021695460088,Up
bhartiartl,2019-12-02,6.751119548021285,0.03650129958187365,Up
ntpc,2020-01-31,8.35499309419855,-0.0070391553013638974,Down
ongc,2020-01-31,10.778878917107322,-0.05752595155709339,Down
itc,2020-02-03,7.995699038769347,-0.11715926004677868,Down
sunpharma,2020-03-04,5.954557155883459,0.030237580993520474,Up
ongc,2020-03-09,6.266088492751252,-0.15762711864406787,Down
asianpaint,2020-03-12,5.548100741997107,-0.020978835276309837,Down
hdfcbank,2020-03-13,5.407090117915977,0.0474884950553216,Up
ntpc,2020-03-18,6.743012103644129,-0.08569807037457433,Down
bajfinance,2020-03-19,7.1509946278585135,-0.10290754655341394,Down
itc,2020-03-19,6.180695247691442,0.07398805573988065,Up
icicibank,2020-03-20,5.5063020743632505,0.021119480135873614,Up
axisbank,2020-03-24,5.819742863313878,-0.017819536692046056,Down
lt,2020-03-25,5.21953471477396,0.08172058200310772,Up
bajfinance,2020-04-07,6.837994021227979,0.020611551528878946,Up
hindunilvr,2020-04-15,12.495333457500424,0.0601333929979333,Up
hindunilvr,2020-05-07,63.28761755432467,-0.009028952343050456,Down
ongc,2020-06-25,5.9022115066948615,-0.018050541516245522,Down
infy,2020-07-16,10.25500797389658,0.09633551958601605,Up
ntpc,2020-08-17,8.671114371969928,0.07805429864253388,Up
bhartiartl,2020-08-31,13.776228961292981,-0.019772662145381648,Down
ongc,2020-08-31,5.774489733292161,0.01991288114499068,Up
bhartiartl,2020-09-23,5.424729614518616,-0.07888310861025583,Down
tcs,2020-10-08,5.003972063769424,0.03280396206071012,Up
kotakbank,2020-10-27,9.480503410359649,0.12050105857445326,Up
bhartiartl,2020-10-28,6.167040611857417,0.042690665743625233,Up
ntpc,2020-11-03,5.218697567301722,-0.03643497757847536,Down
sunpharma,2020-11-04,5.623002442472245,0.03922981878088949,Up
kotakbank,2020-11-27,17.19774258951899,0.009528851244044345,Up
ntpc,2020-11-27,7.798526658635783,0.006376195536663243,Up
ongc,2020-12-11,7.285433164296476,0.056192034915439004,Up
bhartiartl,2021-01-13,5.436891466422476,0.022094564737074718,Up
bhartiartl,2021-02-26,11.316954539969663,-0.03945437278770614,Down
asianpaint,2021-05-14,6.527718497964056,0.08540020342696208,Up
reliance,2021-06-24,5.895801790641333,-0.02348886772774683,Down
asianpaint,2021-07-20,5.946216746327469,0.059390667180871715,Up
sunpharma,2021-07-30,9.341988810292252,0.10092460881934562,Up
bhartiartl,2021-08-05,8.445947820390348,0.042305013927576685,Up
hindunilvr,2021-08-20,5.093005356094126,0.05363930733492883,Up
bhartiartl,2021-08-31,6.662823133853608,0.07027157708115062,Up
kotakbank,2021-09-08,5.295579902812,0.028615951267884965,Up
bhartiartl,2021-09-15,5.482894454157102,0.04508787093056754,Up
itc,2021-09-16,9.331425162469538,0.06828703703703698,Up
maruti,2021-09-27,5.1677386658907,0.06489985256571607,Up
ntpc,2021-09-29,7.772799430140404,0.06593406593406614,Up
sunpharma,2021-09-29,6.591662096868826,0.04670365114178798,Up
ongc,2021-10-05,9.145395820954016,0.10873983739837412,Up
titan,2021-10-07,8.259901980445484,0.10602286219821666,Up
tcs,2021-10-11,5.799382921556033,-0.06353461308805408,Down
asianpaint,2021-10-21,5.9002100057053575,-0.05287733467945477,Down
icicibank,2021-10-25,9.515277399830273,0.10852100618991178,Up
axisbank,2021-10-27,6.025944335833568,-0.06461575008908416,Down
sunpharma,2021-11-02,6.252037325055445,0.0044345898004434225,Up
lt,2021-11-03,6.329900333406306,0.04067413873819281,Up
asianpaint,2022-03-04,7.790157789903299,-0.046571955848044855,Down
ongc,2022-03-07,9.310035232377963,0.13131618759455366,Up
kotakbank,2022-03-24,7.701907230564143,-0.031360361632998934,Down
hdfcbank,2022-04-04,6.8070996819100875,0.100132802124834,Up
ntpc,2022-04-18,6.811586011869216,0.060084443000974375,Up
bhartiartl,2022-05-31,7.434818918608449,0.0016450897646806961,Up
kotakbank,2022-05-31,5.207370014629845,-0.029686063312754363,Down
ntpc,2022-05-31,7.988503322420825,0.03379721669980107,Up
sunpharma,2022-05-31,8.949106939989445,-0.03118315884273326,Down
titan,2022-05-31,5.524403737156187,-0.017686954208963157,Down
ongc,2022-06-29,8.414733964587667,0.03213927017073992,Up
reliance,2022-07-01,5.121865094081691,-0.07200647249190939,Down
bajfinance,2022-07-28,5.6462201220603045,0.10639462163852409,Up
tatasteel,2022-07-28,16.369837420080497,0.04585721730067727,Up
tatasteel,2022-08-12,10.288798169123181,0.03253895508707627,Up
tatasteel,2022-08-29,5.702938275794368,-0.023288309268747143,Down
bhartiartl,2022-09-07,21.15339497460476,-0.010706075533661763,Down
axisbank,2022-10-21,6.934351653610898,0.09027063025973225,Up
kotakbank,2022-12-08,6.530925519582678,-0.007585665707559586,Down
bajfinance,2023-01-05,6.071821064362636,-0.07167858773398272,Down
bhartiartl,2023-01-11,6.439936333394695,-0.0344327426373211,Down
itc,2023-02-01,7.710678450776562,0.025684688519937326,Up
kotakbank,2023-03-14,5.044825454004412,-0.015382317801672762,Down
itc,2023-03-17,5.094062324337193,-0.015467295844802664,Down
ntpc,2023-03-17,5.009906820518084,-0.014755011135857532,Down
infy,2023-04-17,8.689360581130769,-0.0942268931759287,Down
lt,2023-05-11,5.014458561090438,-0.05172450252701466,Down
bhartiartl,2023-05-31,11.193456401446383,0.03842629360376315,Up
kotakbank,2023-05-31,23.173662549287577,0.020002531966071713,Up
ongc,2023-05-31,9.676278678294622,-0.024866225999370384,Down
bajfinance,2023-07-04,5.437308496970243,0.07193508795854364,Up
infy,2023-07-21,7.534857041238542,-0.08133839254915498,Down
ntpc,2023-08-01,6.767020670283738,0.031142660865582927,Up
lt,2023-09-12,5.233209906653954,0.01724137931034475,Up
bajfinance,2023-11-16,5.823700845815237,0.019172203765227103,Up
tcs,2023-12-15,5.076209516669344,0.052832503919830964,Up
ongc,2023-12-20,5.973250935928728,0.014478282576135593,Up
infy,2024-01-12,6.055410909738634,0.07934011511176542,Up
ongc,2024-01-15,5.35662074797079,0.04521038495971341,Up
hdfcbank,2024-01-17,6.1511906294516265,-0.08438542162934737,Down
lt,2024-01-31,5.7692665943533346,-0.04226185561335427,Down
itc,2024-03-13,8.443246119147302,0.04450488317468171,Up
kotakbank,2024-04-25,14.823354028752734,-0.10866910866910873,Down
bajfinance,2024-04-26,5.022264851367564,-0.0773132282385195,Down
titan,2024-05-06,8.21900236311607,-0.0718045219162965,Down
lt,2024-05-09,5.45660259288897,-0.06062778725784024,Down
sunpharma,2024-05-23,5.4812652529567085,-0.028714350678880063,Down
infy,2024-05-31,5.496080206386141,-0.014396301096360586,Down
tcs,2024-05-31,5.3021422119826145,-0.017437970075747433,Down
ntpc,2024-06-04,6.14736524882029,-0.15454313425216948,Down
ongc,2024-06-04,5.293084213791005,-0.16825061598028868,Down
sbin,2024-06-04,7.7450095946240864,-0.14404019212720143,Down
hindunilvr,2024-06-05,5.867515269439161,0.04264311180547198,Up
bhartiartl,2024-06-21,6.90733577741844,0.02526879774101287,Up
tcs,2024-07-12,6.803052045058027,0.06632770089456375,Up
titan,2024-07-23,5.331685312094487,0.06526448401419604,Up
bhartiartl,2024-08-30,6.3043705179608285,0.01478383038508202,Up
hdfcbank,2024-08-30,11.043844729740906,-0.0010374710118392638,Down
icicibank,2024-09-20,5.855035422005989,0.035952012383901,Up
hindunilvr,2024-10-24,5.9661268975776585,-0.057985184070996176,Down
asianpaint,2024-11-11,9.250306079384247,-0.08173102962682122,Down
hdfcbank,2024-11-25,15.57266229272088,0.0229147571035746,Up
icicibank,2024-12-20,5.062506366953415,0.0011655917320692044,Up
bajfinance,2025-01-30,6.703409802916382,0.018234536082474273,Up
icicibank,2025-03-21,6.882174188603619,0.016191268820458404,Up
bhartiartl,2025-05-16,16.09845397372724,-0.028491859468723235,Down
itc,2025-05-28,31.12070337641969,-0.03157409541368972,Down
bajfinance,2025-06-16,6.462975295984849,0.005251312828207011,Up
ntpc,2025-06-24,8.70892448231883,-0.007967528562838333,Down
bajfinance,2025-06-30,5.280604059746559,-0.011087645195353768,Down
titan,2025-07-08,5.593588193126951,-0.06131856741496411,Down
bajfinance,2025-07-14,5.534718042675161,-0.015693626138189587,Down
